id,text,split
1463147133087801350,putangina nyo di ba babasahin yang mga sinusulat nyo pag di nyo ilalagay ang isang member as th1rd wh33l or kab3t,"[0.19047619047619047, 0.5714285714285714, 0.19047619047619047]"
1463147000057065472,di ba eh nung nakita oo last week akala ko nandun yung chain thing niya hahaha,"[0.3125, 0.5625, 0.125]"
1463146955647995906,first off they should specify what specific test for cocaine did they do and 2nd as a person who lived near bgc di ba ususan sa may garden of memories un anlayo sa st lukes ah which is in fort bonifacio but please correct me if i m wrong,"[0.6938775510204082, 0.10204081632653061, 0.20408163265306123]"
1463146502017011726,di ba nga ito ang yong gusto na ito y lilisan na ako,"[0.07692307692307693, 0.8461538461538461, 0.07692307692307693]"
1463146432051875846,sige harutan pa di ba ang saket nung nawala eme hahaha good evening ate nin,"[0.13333333333333333, 0.4, 0.4666666666666667]"
1463146380214476807,di ba kung ako sa kanya magrereklamo ako bat walang header ung results ko hahaha eme yey hi,"[0.16666666666666666, 0.5555555555555556, 0.2777777777777778]"
1463146244289613829,at least sa dms di ba,"[0.16666666666666666, 0.5, 0.3333333333333333]"
1463146200149147648,ngaelam agad di ba pwedeng tumutulong lang umay,"[0.0, 0.625, 0.375]"
1463146115872612355,di ba pedeng ikaw naman yung magpagaan ng loob ko hindi yung magiging isa ka rin sa reason kung bat mabigat yung loob ko,"[0.041666666666666664, 0.875, 0.08333333333333333]"
1463145812829954053,high tech na sa pilipinas di ba oras lang labas na result lalo nat st luke s pa yun basta panget marites talaga,"[0.17391304347826086, 0.5217391304347826, 0.30434782608695654]"
1463145754936020996,wala bang manlilibre sakin dyan final na sige okay lang sino ba naman ako para ilibre di ba haha,"[0.15789473684210525, 0.5263157894736842, 0.3157894736842105]"
1463145513721626625,paimpress agad di ba pwede sweet kapusobrigade,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
1463145430183817219,oo tapos gusto nila pasalamat tayo hayup di ba,"[0.0, 0.7777777777777778, 0.2222222222222222]"
1463145300583874562,i mean di ba sabi ko sayo tell it to me directly,"[0.5, 0.3333333333333333, 0.16666666666666666]"
1463145240009736195,di ba ko sanay da puyatan hmp,"[0.0, 0.8571428571428571, 0.14285714285714285]"
1463144663586533377,di ba ang sasakit ng ud hahahahahahaha ge talon,"[0.0, 0.5555555555555556, 0.4444444444444444]"
1463144627003817993,huuuy bakit naman ganun di ba uso pahinga sa boss mo i had one head na ganyan din before pero buti na lang retired na sya,"[0.2692307692307692, 0.5384615384615384, 0.19230769230769232]"
1463144584696016903,shouldnt they be suing the other people that were there it was their fault not travis,"[0.875, 0.0, 0.125]"
1463144394630914049,oh di ba hindi haphy endgame,"[0.3333333333333333, 0.5, 0.16666666666666666]"
1463144341518491649,di ba feeling ko nautusan lang sila o kaya may kailangan haha char 1 2 he he he,"[0.3888888888888889, 0.4444444444444444, 0.16666666666666666]"
1463144138086371329,di ako bitter sa paparating na namang holidays more on galit and inggit ay cheka di ba yun same hahashshd btw tumatanggap na po ako early xmas gifts kasi di pa sure if aabot ako tnx,"[0.2777777777777778, 0.4166666666666667, 0.25]"
1463144098693402626,stress sa college applications di ba pwedeng mamatai nlng,"[0.3333333333333333, 0.4444444444444444, 0.2222222222222222]"
1463144019614068741,i just realized vehicle honking is the new way of catcalling di ba po opo,"[0.7333333333333333, 0.26666666666666666, 0.0]"
1463143905893892104,hindi naman sa tinatakot ko readers ni ate nami what if hindi siya gusto ng nanay ni sephy tapos pag hiwalayin sila tapos hindi haphy endgame oh di ba mag iiyakan nanaman tayo dahil yun ang bonding ni ate nami,"[0.175, 0.6, 0.225]"
1463143861555908618,okay lang gagi haha sino ba naman ako para dedicatan ng kanta di ba,"[0.07142857142857142, 0.6428571428571429, 0.2857142857142857]"
1463143784339087360,di ba malibag betlog,"[0.0, 0.75, 0.25]"
1463143424312238087,tangina di ba sila nag woworry talaga na lahat ng ilabas ng mga marcos pinaghihinalaan sa sorang kasinungalingan nila hahahahahaha,"[0.05, 0.65, 0.3]"
1463143388367175692,di ba wala na ang aldub si maine may arjo na,"[0.0, 0.5454545454545454, 0.45454545454545453]"
1463143341063737352,potaenaaa di ba set yung sa sg ng svt,"[0.1111111111111111, 0.5555555555555556, 0.3333333333333333]"
1463143175283822597,gagu di ba bibili ka ang mura lang oh,"[0.1111111111111111, 0.7777777777777778, 0.1111111111111111]"
1463143168094789643,di ba pwedeng music project,"[0.4, 0.4, 0.2]"
1463143057310687236,te lies yang math wizard na sinasabi nyo di ba pwedeng swerte lang ako manghula ng sagot kanina hahahahahahahhaha,"[0.21052631578947367, 0.5263157894736842, 0.2631578947368421]"
1463142944081252353,ano ba naman yung mag live kayo di ba,"[0.2222222222222222, 0.5555555555555556, 0.1111111111111111]"
1463142921918550025,putangina sana all di ba,"[0.2, 0.8, 0.0]"
1463142622407507968,i swear i ll never leave again keshi i dedicate this song to myself kasi sino ba naman ako para alayan ng awitin di ba huhuhuhuhuhu,"[0.5, 0.38461538461538464, 0.11538461538461539]"
1463142588190396420,moots na tayo bago pa yang icon na yan di ba,"[0.2727272727272727, 0.5454545454545454, 0.18181818181818182]"
1463142579898228750,3 am talaga di ba pwedeng 5 30 ang aga masyado papagalitan ako pag 3 am ako gumising,"[0.16666666666666666, 0.5555555555555556, 0.2777777777777778]"
1463142547195248646,isang case kagad no di ba jie hahahahah,"[0.25, 0.375, 0.375]"
1463142530145529857,swanetse re romele ngaka di ba roke,"[0.14285714285714285, 0.2857142857142857, 0.5714285714285714]"
1463142381838950403,o di ba unang gawa ko ng fan acc may ot4 agad shet im blessedt,"[0.06666666666666667, 0.4666666666666667, 0.4666666666666667]"
1463142326919139329,ibang au si reevo di ba kay sey yun,"[0.0, 0.4444444444444444, 0.5555555555555556]"
1463142210598178819,it s a song di ba kayo nakikinig sa space,"[0.5, 0.3, 0.2]"
1463141803918385160,ganto hahahaha nakakatawa yung joke ko di ba,"[0.125, 0.625, 0.25]"
1463141772469551112,otw naman pampanga pag pa ilocos di ba sabay na yaaaan hihihi,"[0.0, 0.5, 0.5]"
1463141722804797441,tao po ako di ba obvious,"[0.16666666666666666, 0.8333333333333334, 0.0]"
1463141640940695553,test of love talaga kapag ang partner mo ay hindi nabubuwisit sa yo once na soooobrang kulit mo di ba vincent hay kailan man ay hindi nainis,"[0.2222222222222222, 0.5555555555555556, 0.2222222222222222]"
1463141587882774530,usto ko lang naman manood ng tiktok kaso parang may mali di ba dapat nag aaral ako ngayon,"[0.05555555555555555, 0.7777777777777778, 0.16666666666666666]"
1463141494525612037,ayy hala di ba sila lbm ang magnanakaw di nga sila makatuntong sa us kasi may kaso sila tsaka may sarili nga talaga kayo ng reality ano pa check up ka na baka iba na yan,"[0.08333333333333333, 0.5833333333333334, 0.2777777777777778]"
1463141218326614022,gusy ano na di parin kayo tapos hanggang saan ba yan ha di ba talaga kayo napapagod pumatol ofc nakikiusap na tama na pero anong ginawa niyo wala diba ang hirap kasi sa inyo ang titigas ng ulo ewan ko sa inyo dapat hayaan niyo na sila kasi mapapagod din yan sila mygod,"[0.018867924528301886, 0.6792452830188679, 0.2641509433962264]"
1463141137477103624,ano ang rason at nagpa drug test siya noong nov 10 para saan ang drug test na yan di naman requirement yan bilang kandidato di ba,"[0.19230769230769232, 0.46153846153846156, 0.2692307692307692]"
1463140878080307202,uy di ba taeyong din na pull mo teka sticker album ba yon,"[0.23076923076923078, 0.38461538461538464, 0.38461538461538464]"
1463140816327950337,3 always ganon naman tayo lahat di ba,"[0.25, 0.625, 0.125]"
1463140649625001986,puro kayo poso di ba pwedeng kidney ko naman jk,"[0.1, 0.6, 0.3]"
1463140449774813187,abusing that pin to profile pwede naman di ba,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]"
1463140364580102148,baket 3 00 am pa hah di ba pwedeng 3 00 pm nlang,"[0.23076923076923078, 0.23076923076923078, 0.5384615384615384]"
1463140307667599361,oo gusto talaga naming mag solo si francine dahil umay na umay na kami sa mga nangyayari palagi nalang siya ang naglilinis at nadadamay ano ba tingin niyo sa solo stans niya mga santo kaya nga nagrereklamo di ba kasi ayaw namin at ayaw namin sa pinaggagawa niyo,"[0.041666666666666664, 0.6875, 0.25]"
1463140138876235776,lmao di ba nila alam grabe yung ibang kfanscommunities na tuwing pirate concept plang ateez that time maraming ayaw sa concept nayun masama magnakaw,"[0.20833333333333334, 0.5833333333333334, 0.20833333333333334]"
1463140131049598978,ano ba dpat gawin ng kamao na to di ba dpat protektahan ang ate mo peru wla nmn nagawa to,"[0.1, 0.6, 0.25]"
1463140048585760768,gago prang d kapamilya di ba nman aq tiran ng ulam,"[0.18181818181818182, 0.5454545454545454, 0.2727272727272727]"
1463140008106213377,di ba shsjsjjaja sb19 effect na nga to,"[0.25, 0.5, 0.25]"
1463139954725244928,wait lang nataea ako sa patay na cloutchasing paren hahahahahah di ba pwede naban lang acct beh pero ingat lage sa work papz,"[0.13043478260869565, 0.5217391304347826, 0.34782608695652173]"
1463139876195340294,mga putang ina kayo hindi edited to di ba sandali putang ina,"[0.16666666666666666, 0.5833333333333334, 0.25]"
1463139871451594756,boleh nder aku mau,"[0.0, 0.0, 1.0]"
1463139854305292292,patingin din kami ng saln ni lugs sabi nya nadagdagan daw dahil pinapasok nya sa bank account nya yung campaign funds oh di ba pasimple nanay mong nangungupit,"[0.21428571428571427, 0.5714285714285714, 0.21428571428571427]"
1463139821954551810,httpsroanne di ba nag aaya ka hahahahahah,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
1463139516537995265,di ba loko eh hahahaha,"[0.2, 0.6, 0.2]"
1463139398250233860,ohmygosh di ba kayo tumatanggap ng small amoubt,"[0.125, 0.5, 0.375]"
1463139135326097411,tomoh yun ate nga nagka yearbook pa di ba mga hustler yang mga yan pagdating sa kanila wag pakasiguro sigurado ako dyan,"[0.18181818181818182, 0.5454545454545454, 0.2727272727272727]"
1463138623617134592,not good to the eyes of minors no moral values laplapan pa more plus bedscene anu naiba wala naman di ba mag pahinga lang sila pero walang nabago sa gusto ng direktor kaya,"[0.36363636363636365, 0.45454545454545453, 0.18181818181818182]"
1463138593707560964,hala mga bagets parang sobra frustration nyo sa inaasahan at gusto nyo mangyari di ba ang mgt binigyan ng project na d kasama loveteam,"[0.125, 0.625, 0.25]"
1463138473263599628,kuh bakit nyo po ibinalita hindi na naman matatanggqp ng mga fenk yan malamang sasabihin peke daw tanggapin nyo na lang kasi na negative sa drug test kahit naman ano mangyari pag ayaw nyo kay bbm e hindi nyo naman iboboto yan di ba basta pag ayaw huwag iboto ganun yun,"[0.09803921568627451, 0.7058823529411765, 0.17647058823529413]"
1463138284217901063,ang tots natin for tonight ay kung strict ang parents ko like pag babawalan nila ako mag jowa tapos ako naman mag jojowa gano n scenario ng iba na merong strict parents di ba pero yung akin hinahanapan pa ako ng jowa pero wala e di naman required yan oo di yata,"[0.2692307692307692, 0.5, 0.19230769230769232]"
1463138250168569856,good night po bahala na kung anong mangyayare tomorrow at least kumpleto tulog ko oh di ba,"[0.29411764705882354, 0.47058823529411764, 0.23529411764705882]"
1463138192954372099,when he calls me mahal infront of his fam mama mahal di ba sabi ko sayo basahan lang to ng paa hindi ng tsinelas di ba mahal papa oo nga mahal nalimutan lang mahal literal na nang aasar mama at papa kaya di na po ako nagtataka saan nagmana si potpot hahahahahahahaha,"[0.11538461538461539, 0.5961538461538461, 0.2692307692307692]"
1463138128793772034,iyaa sekali tapi premium tuh sistem nya tiap bulan harus beli bisa sih sebenarnya ya di batalin tapi aku gamau barusan juga ada kasus yg premium akun zpt nya di ba dan ke banned jd takut karna katanya itu ilegal emg rada susah nyari penjual yg jujur tuh,"[0.08333333333333333, 0.22916666666666666, 0.6666666666666666]"
1463138094123610115,kelangan ba lagi itanong di ba dapat matik na,"[0.0, 0.7777777777777778, 0.2222222222222222]"
1463138089514434560,ask ko lang mga future educators sa tabi tabi di ba kayo nauubusan ng name na ilalagay sa lesson plan or ako lang talaga mapag lagay ng pangalan sa lesson plan hahahaha,"[0.21875, 0.65625, 0.125]"
1463138022493327365,hindi naman sa nagpaparinig ako sa mayaman kong kaibigan pero parang ganon na nga di ba hahahahahhajk,"[0.0, 0.8823529411764706, 0.11764705882352941]"
1463137844864577539,people chains di ba,"[0.5, 0.5, 0.0]"
1463137771334168586,bakit boy supsup sino pala yan si boy supsup si boy singhot di ba the cocaine dependent,"[0.35294117647058826, 0.35294117647058826, 0.29411764705882354]"
1463137734206246916,oh di ba pinasaya lang tayo saglit tapos naghost na naman,"[0.09090909090909091, 0.7272727272727273, 0.18181818181818182]"
1463137642862706691,di ba i believe he ll be a sweet teacher,"[0.8, 0.2, 0.0]"
1463137417389801473,wala namang superhero na tanga di ba bobo ba si wonderwoman kung ganon ano ito,"[0.06666666666666667, 0.6, 0.26666666666666666]"
1463137325014155279,di ba sa ibon yun,"[0.0, 0.8, 0.2]"
1463137264171577348,nag request ang mga fans na gawing matured si alden oo nga ginawa syang barunbado na di naman bagay sa kanya hahaha at isa pa bakit ganun kinakain ang salita ibalik nyo sa dating timeslot di ba si alden yan pang malakasan nga e dinaig kapa ng girls,"[0.14583333333333334, 0.5208333333333334, 0.3125]"
1463137099608039427,what if lng nmn di ba sure,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]"
1463136907664101380,di ba pwede magbago,"[0.0, 0.75, 0.25]"
1463136838747447299,recently ko lang nalaman yon 4 days ago na 11 years old sya di ba mas malala ako 15 na expect ko 16 or 17 skl lol,"[0.3333333333333333, 0.37037037037037035, 0.2962962962962963]"
1463136815280316423,pumunta ako kanina sa istudio kasi bibili sana ko earpods kasi mapuputol na yung luma ko wala na daw sila stock then pumunta naman ako sa rustans kasi gusto ko bumili ng tartine et chocolat na pabango wala rin stock edi mabuti di ba di ako napagastos,"[0.06382978723404255, 0.7659574468085106, 0.14893617021276595]"
1463136750067662848,gago di ba ikaw yan,"[0.0, 0.8, 0.2]"
1463136641682264066,kalau di ba setau aku cuma sekali gitu deh jadi kalau masa subscription habis langsung balik jadi free lagi lumayan banget dibanding beli di coda atau langsung dari zepeto nya,"[0.1, 0.36666666666666664, 0.5]"
1463136579673673733,aye mika na maganda di ba endgame sila di ba nagj joke kalang,"[0.23076923076923078, 0.6923076923076923, 0.07692307692307693]"
1463136546534531087,di ba kayo naiistress isipin kung anong iisipin ng ibang tao kasi ako matagal nang over it tanggap ko na as a disappointment,"[0.21739130434782608, 0.6086956521739131, 0.17391304347826086]"
1463136484559519744,di ba hahaha salamat paps,"[0.2, 0.6, 0.2]"
1463136287603367937,di ba kayo nagkaigi ng fa mo haha or bagong investment,"[0.2727272727272727, 0.45454545454545453, 0.2727272727272727]"
1463136207135592452,di ba hehehehe maraming salamat tlaga mga rock,"[0.125, 0.75, 0.125]"
1463136191083995140,di ba bhie ginusto mo 2 panindigan mo,"[0.125, 0.5, 0.375]"
1463136133550776325,is this a sign to rewatch trmd fudge i miss althea amp jade jade di mo naman siguro ako re rapin di ba althea hindi malabo may taste kaya ako j iniinsulto mo ba ko ano hindi mo ko type a hindi hindi talaga wah i miss these two tt,"[0.36, 0.34, 0.26]"
1463135924556943368,ayyy di ba hahahwh seymbybs nayyy haha,"[0.0, 0.2857142857142857, 0.7142857142857143]"
1463135793493712896,gc nga di ba gc,"[0.0, 0.6, 0.4]"
1463135766125719558,di ba kaibigan ni pnoy etong si andaya,"[0.0, 0.625, 0.375]"
1463135671065800706,oh di ba nakakainis hahahaha,"[0.2, 0.6, 0.2]"
1463135527935234055,di ba pede nagiisip lang kung anong pedeng bilhin sa 12 12,"[0.0, 0.5, 0.5]"
1463135386595586054,oh di ba pareho tayo babe hahahaha,"[0.2857142857142857, 0.5714285714285714, 0.14285714285714285]"
1463135269138288644,di ba pwedeng maganda nalang kahit stressed at depressed,"[0.2222222222222222, 0.5555555555555556, 0.2222222222222222]"
1463135095255334914,di ba yan magpapasa huhu,"[0.0, 0.6, 0.4]"
1463135074124451844,lah di ba pwedeng puro kilig lang umiyak,"[0.0, 0.75, 0.25]"
1463134859870703618,kamu udah coba premiumin akun di ba cuma 45k dapet 70 zems,"[0.0, 0.4166666666666667, 0.5833333333333334]"
1463134841445273608,we ll see yan sistema niyo di ba sabihannio ang solidsnort kamo you labeled us from the north ah ok we ll see di niyo alam na bbm supporters kami na ofw s na sumuporta kay prrd yan pala gusto niyo di ba sige pala ha so di na pala kailangan suportahan si prrd sa senado nyan,"[0.2982456140350877, 0.3508771929824561, 0.3157894736842105]"
1463134825498300420,di ba feeling q hindi na aq tao wala na akong maramdaman chariz,"[0.15384615384615385, 0.6153846153846154, 0.23076923076923078]"
1463134757093474310,o di ba tapos ang tanga di nag ingat aldenxtwbu newday,"[0.09090909090909091, 0.5454545454545454, 0.2727272727272727]"
1463134668682043394,di ba makabother na ang students wa nay gana kanang murag for compliance na lang tanan curious question ra jud,"[0.3, 0.5, 0.2]"
1463134610011811849,mahirap magpatawad di ba,"[0.0, 1.0, 0.0]"
1463134595566628874,eme lang din po geh lang manakit ka lang po haha sino ba naman kami di ba,"[0.0, 0.7647058823529411, 0.23529411764705882]"
1463134403559784448,tanginang tadhana toh di ba pwedeng magsama yung dapat magsama bobo,"[0.0, 0.8181818181818182, 0.18181818181818182]"
1463134310467129345,di ba,"[0.0, 1.0, 0.0]"
1463134182490599425,gyu i post mo yan ah di ba pwede sige,"[0.2, 0.2, 0.6]"
1463134063636533249,ay teh ket sa politics choice nyo boto ng tao di ba pwedeng repetuhin nalang kung sino iboboto nila trash,"[0.15, 0.65, 0.2]"
1463133984284557315,tambahan kasus aktif 49 dari lembaga pemasyarakatan di ba a kabupaten rote ndao menjadi alasan bagi pemerintah daerah menaikkan status pemberlakuan pembatasan kegiatan masyarakat dari level 2 ke level 3,"[0.23333333333333334, 0.06666666666666667, 0.7]"
1463133977313644559,di ba hahahahahha,"[0.0, 0.6666666666666666, 0.3333333333333333]"
1463133904228032514,balita ko magko conceived na daw sya,"[0.14285714285714285, 0.7142857142857143, 0.14285714285714285]"
1463133840038318080,di ba hahaha ako kasi deretso na sa lalagyan ng bag eh di ko na bitbit kung saan saan aldenxtwbu newday,"[0.047619047619047616, 0.7142857142857143, 0.19047619047619047]"
1463133763974533124,di ba poideng libre haha broke p aq manifesting surprise dm choss hahaha,"[0.3076923076923077, 0.23076923076923078, 0.46153846153846156]"
1463133669581680642,di ba ang weird nung situation nila na ewan ok tama team dencio pa rin,"[0.13333333333333333, 0.6, 0.26666666666666666]"
1463133573741834242,kilala mo di ba hahahahaha,"[0.0, 0.6, 0.4]"
1463133474466852875,mutual aku di ba menang ga 14jt nya kak jihan wow,"[0.18181818181818182, 0.2727272727272727, 0.5454545454545454]"
1463133470083796998,scorpio thing protective of the people they love and cared for lagi nalang eh di ba kayo napapagod,"[0.6111111111111112, 0.2777777777777778, 0.1111111111111111]"
1463133412173045776,tanginanyo di ba kayo nagsasawa kakadedicate ng sulutera,"[0.0, 0.625, 0.375]"
1463133132870217732,omg di ba halata ahhahasjjskaj,"[0.0, 0.6, 0.4]"
1463132769748348932,pwede nyo naman tanungin ang st lukes di ba,"[0.1111111111111111, 0.6666666666666666, 0.2222222222222222]"
1463132627645259778,pero di ba sabi ni pagong only son daw,"[0.2222222222222222, 0.7777777777777778, 0.0]"
1463132607516868609,pero di niya nimention kanina sa showtime but seriously iwasan natin na mga fans na imention si shanaia sa mga ganap ni albie siya rin kasi iniiwasan nya di ba nga kasi naiilang sya sumagot kac nasa loob pa ung isa besides mainit pa pangalan ni shai ngayon dahil sa issue,"[0.11764705882352941, 0.6274509803921569, 0.23529411764705882]"
1463132458359025671,porke nag tweet ako ng ganan may nakain nako agad di ba pwede sinasabi ko lang kung ano nararamdaman ko,"[0.1, 0.6, 0.25]"
1463132430273953795,short au elvi at the library di ba hindi naman ako yong mali babe sevi exclaimed at elyse napakamot siya sa ulo at inalala ang exam nila kanina oh baka mali nga ako hala one point rin yon oy he massaged his face frustratingly as he rant to his girlfriend,"[0.42, 0.4, 0.18]"
1463132430257303553,mas ok kung totoong account di ba,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
1463132162191151104,dapat sa kanila daw para gawing positive anyways magaling naman sila mag alter ng results di ba hahahahaha sample 2016 vp elections,"[0.3181818181818182, 0.45454545454545453, 0.22727272727272727]"
1463132131387793415,di ba super nagulat ako meron trivia loooove,"[0.25, 0.5, 0.25]"
1463131962344833029,mamamatay din naman tayong lahat tangina di ba pwedeng i advance,"[0.18181818181818182, 0.5454545454545454, 0.2727272727272727]"
1463131814193557508,bebeboi di ba tansan yan hahaha,"[0.0, 0.5, 0.5]"
1463131803225448455,sino ba naman tayo di ba,"[0.0, 1.0, 0.0]"
1463131626213310473,di ba pwdng i ll just yell it out randomly parang mas trip ko if ganun,"[0.5625, 0.25, 0.1875]"
1463131531350712327,hoyyy bat kayo gan to di ba kayo nakainom ng gamot swhabahahaha,"[0.08333333333333333, 0.3333333333333333, 0.5833333333333334]"
1463131165389246465,di ba gobyerno di ba yang mga tarantadong nakaupo sa estadong nagpapakasasa sa bilyones ng philhealth pharmally scandal at sandamukal pang scam at korapsyon sa gitna ng napakraming namamatay ngayong pandemya di ba nasa kanila ang pera sila rin nagbukas ng mall,"[0.11904761904761904, 0.5952380952380952, 0.2857142857142857]"
1463131154190458892,di ba kahit pa i point out na may vaccine hesitancy sa ilang populations ang main issue pa rin talaga ay ang kakulangan ng vaccine supply at ang kabagalan ng roll out nito at ang contact tracing di naman talaga matino tila nagagamit pa sa data breach ang info ng mga tao,"[0.3076923076923077, 0.5384615384615384, 0.1346153846153846]"
1463131151573209088,di ba imbis na national effort that should be coming from the head of state aka yung tuta sa malaca ang bahala na lang kung magaling ang lgu mo o hindi o kung maabot ka ng efforts ng ovp ni leni o kung may vaccination efforts ang kumpanyang pinagtatrabahuhan di ba,"[0.29411764705882354, 0.5294117647058824, 0.17647058823529413]"
1463131143939637261,edi wow sino ba naman ako di ba,"[0.125, 0.75, 0.125]"
1463131137790799875,bakit lagi na lang sa tao ang sisi ano di ba dapat as public health professionals masmagalit doon sa gobyerno corporations at policymakers na nagallow na mabuksan na ang malls all the while hindi pa ganoon kataas ang vaccination rate pero mataas ang covid deaths,"[0.28888888888888886, 0.6, 0.08888888888888889]"
1463130831975698439,kada flip ko sa handouts ko lagi ko na lang nasasabi sa sarili ko na magagamit ko pa ba to kapag patay na ako di naman di ba,"[0.10714285714285714, 0.7857142857142857, 0.07142857142857142]"
1463130701612531712,nalilimutan ko manood ng new world di kasi pinapaalala ng di ba no,"[0.23076923076923078, 0.6153846153846154, 0.07692307692307693]"
1463130651943583751,di ba nakakainis lalo na yung pakialamero,"[0.0, 1.0, 0.0]"
1463130599623778320,di ba siya liyue,"[0.0, 0.75, 0.25]"
1463130586277580807,same tayo ng guess di ba haha,"[0.2857142857142857, 0.5714285714285714, 0.14285714285714285]"
1463130569441640450,mahilig ako sa mga taong hindi ako gusto kasi where s the thrill if magugustuhan ka agad di ba,"[0.2631578947368421, 0.631578947368421, 0.10526315789473684]"
1463130465968148483,di ba pwedeng di lang ako maka move on sa greedy ni choerry,"[0.23076923076923078, 0.5384615384615384, 0.15384615384615385]"
1463130368270209027,eh kasi sabi niya pangit daw tapos mas maganda daw yung then ibig bang sabihin nun pwede na ka agad mag conclude na dun yun galing di ba puwedeng fake acc na gusto lang talaga manira,"[0.2222222222222222, 0.6388888888888888, 0.1388888888888889]"
1463130215400366083,tama na yang gimmick nyo nililihis nyo sa nakaw na yaman at tax evasion alam naman ng marami na drug addict si bongbong narcos aminado naman siya although rehabilitated na daw pareho lang nung ibang na tukhang di ba,"[0.1794871794871795, 0.6666666666666666, 0.15384615384615385]"
1463130146299432973,yes di ko kayang magtanim ng galit or sama ng loob mas lalo ko pang pinagpray yong mga taong nagawan ako ng mali di ba sabi ng lord kung makapito man nagkasala sau makapitongpotpito mo din tong patatawarin ganon paniniwala ko kaya di ko kayang mgtanim ng galit,"[0.08333333333333333, 0.625, 0.25]"
1463129814055874566,like di ba mauubos kabobohan niyo,"[0.16666666666666666, 0.3333333333333333, 0.5]"
1463129801040949254,when will people accept that their preferences can be the exact opposite of other people s preferences i mean di ba pwedeng magkaiba kayo ng taste,"[0.7692307692307693, 0.15384615384615385, 0.07692307692307693]"
1463129740294852616,regarding sa chicken niya di ba siya soggy yung quality ba niya chickenjoy pero ginawang fillet talaga o medyo masmababa yung quality sa regular na chickenjoy,"[0.23076923076923078, 0.6153846153846154, 0.15384615384615385]"
1463129719868563460,grabe te di ba sya nagsasawa pagalitan araw araw nang magulang nya tas magpapabuntis lang sya,"[0.0, 0.5625, 0.4375]"
1463129548837380096,di ba nasasawa kalungkutan sakin lubayan mo naman ako ket mga isang oras lang ganon,"[0.0, 0.6666666666666666, 0.3333333333333333]"
1463129547381956608,di ba pwedeng mahiyain muna hahaha,"[0.0, 0.6666666666666666, 0.3333333333333333]"
1463129379244941317,di ba bffs tayo mine na pi,"[0.2857142857142857, 0.5714285714285714, 0.14285714285714285]"
1463129234931552264,llama ba yan hahahha di ba kambing lang yan hahahahahahha,"[0.1, 0.5, 0.4]"
1463129219265822722,ah di ba sumagot ka kasi kaya akala ko friends tayo de okay lang naman,"[0.2, 0.7333333333333333, 0.06666666666666667]"
1463129199477018627,pag pritong manok ulam mayaman agad di ba pwedeng ninakaw lang sa kapitbahay,"[0.0, 0.8461538461538461, 0.15384615384615385]"
1463129119487520774,tl ang pogi ko di ba hwhznehshaha,"[0.0, 0.5714285714285714, 0.42857142857142855]"
1463129057328267264,deretso nagreflect na sa accounting sa olfu e nacredit na siya kasi wala kami atm di ba try mo check landbank app mo kung meron ka baka may laman na rin inyo,"[0.125, 0.5625, 0.3125]"
1463129053146324998,mas daig nio pala ang pinklawans kung umandar ganon kasimple sana pala di namin binoto si prrd noon at pwede din namin gawin ngayon kase madami naman kayo di ba excuse me kaming mga ofw s na dds take note bbm kami beforehand we have the right to suffrage ateng don t teach us,"[0.2777777777777778, 0.37037037037037035, 0.3333333333333333]"
1463128858375245827,pag nag kumpisal di ba dapat aminin ang kasalanan inamin na ba,"[0.08333333333333333, 0.9166666666666666, 0.0]"
1463128823122509827,di ba haha sana all cute,"[0.3333333333333333, 0.5, 0.16666666666666666]"
1463128403280678913,grabe ayaw nila ako pansinin di ba nila alam ako ang may ari ng starbucks,"[0.0, 0.8666666666666667, 0.13333333333333333]"
1463128242466918404,why do people mind other peoples business di ba kayo mahal ng mama niyo,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]"
1463127866745364485,sino ba naman ako para ayain kumain ng pares di ba,"[0.0, 0.8181818181818182, 0.18181818181818182]"
1463127702555459588,hilig ka magbike di ba,"[0.0, 0.8, 0.2]"
1463127649404928007,totoo cno kaya di ba,"[0.0, 1.0, 0.0]"
1463127616806789120,di ba ako y tao lang na nadadarang at natutukso rin maiaalis mo ba sa kin na matutuhan kang mahalin sa bawat sandaling hiram natin,"[0.08, 0.68, 0.24]"
1463127298438164483,buti na nga yan kesa kinakausap ko ang sarili ko di ba,"[0.0, 0.8333333333333334, 0.16666666666666666]"
1463127103314927626,di ba ako pwedeng magenjoy dahil tapos naman na ang plates,"[0.09090909090909091, 0.7272727272727273, 0.18181818181818182]"
1463127032758300673,ang gulo gulo ng wts tags grabeee di ba kayu nauumai,"[0.09090909090909091, 0.5454545454545454, 0.36363636363636365]"
1463127028975038472,ahh kasi di ba hindi sabay na lumaki si theron at cassie magkahiwalay sila based doon sa story ni theron bbtw so yong bahay kung saan lumaki si cassi kay marem yon bahay na yon correct me if i m wrong,"[0.24390243902439024, 0.4878048780487805, 0.2682926829268293]"
1463126990739828737,di ba ako pwedeng pukunta ng ibang lugar with them wth lagi na lang jinujudge,"[0.13333333333333333, 0.6, 0.26666666666666666]"
