id,split
1463224225401950214,"(0.1875, 0.4375, 0.375)"
1463224203629379584,"(0.29411764705882354, 0.47058823529411764, 0.23529411764705882)"
1463224128287043584,"(0.0, 0.75, 0.25)"
1463224126936551424,"(0.07692307692307693, 0.5384615384615384, 0.38461538461538464)"
1463224121173499907,"(0.38461538461538464, 0.46153846153846156, 0.15384615384615385)"
1463224117906210819,"(0.125, 0.875, 0.0)"
1463224080950124550,"(0.1875, 0.75, 0.0625)"
1463224062780477441,"(0.7894736842105263, 0.10526315789473684, 0.10526315789473684)"
1463224059068514306,"(0.0, 0.9473684210526315, 0.05263157894736842)"
1463224057441099779,"(0.0, 0.6923076923076923, 0.3076923076923077)"
1463224045504065536,"(0.058823529411764705, 0.7941176470588235, 0.14705882352941177)"
1463224043113312256,"(0.3103448275862069, 0.3793103448275862, 0.3103448275862069)"
1463224041322385408,"(0.4230769230769231, 0.38461538461538464, 0.19230769230769232)"
1463223943884525569,"(0.2, 0.5, 0.3)"
1463223909344370693,"(0.23076923076923078, 0.6153846153846154, 0.15384615384615385)"
1463223881775280131,"(0.3, 0.6, 0.1)"
1463223814452436997,"(0.2631578947368421, 0.5263157894736842, 0.21052631578947367)"
1463223791103131648,"(0.0, 0.6, 0.3)"
1463223775411933185,"(0.3125, 0.5, 0.1875)"
1463223770785599490,"(0.13793103448275862, 0.4482758620689655, 0.3793103448275862)"
1463223711759155200,"(0.08333333333333333, 0.4166666666666667, 0.5)"
1463223698727620614,"(0.3157894736842105, 0.47368421052631576, 0.21052631578947367)"
1463223677785292800,"(0.0, 0.7, 0.3)"
1463223566552371202,"(0.08333333333333333, 0.8333333333333334, 0.08333333333333333)"
1463223557979205634,"(0.0, 0.6, 0.4)"
1463223553411760135,"(0.59375, 0.3125, 0.0625)"
1463223517269270529,"(0.08333333333333333, 0.5833333333333334, 0.3333333333333333)"
1463223497388281860,"(0.15384615384615385, 0.6153846153846154, 0.23076923076923078)"
1463223472612528129,"(0.043478260869565216, 0.6956521739130435, 0.2608695652173913)"
1463223434666668034,"(0.25, 0.4166666666666667, 0.3333333333333333)"
1463223411409399815,"(0.1, 0.7, 0.2)"
1463223373157203968,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463223368111788033,"(0.5, 0.5, 0.0)"
1463223356916854785,"(0.13636363636363635, 0.6136363636363636, 0.25)"
1463223348939268098,"(0.0, 0.7777777777777778, 0.2222222222222222)"
1463223278227832832,"(0.48148148148148145, 0.25925925925925924, 0.25925925925925924)"
1463223264772190212,"(0.125, 0.5, 0.375)"
1463223249865560064,"(0.6666666666666666, 0.2222222222222222, 0.1111111111111111)"
1463223165392326659,"(0.375, 0.5, 0.125)"
1463223144500531202,"(0.2, 0.8, 0.0)"
1463223123763884038,"(0.25, 0.625, 0.0)"
1463223081221038082,"(0.25, 0.75, 0.0)"
1463222965970300928,"(0.2222222222222222, 0.4444444444444444, 0.3333333333333333)"
1463222933921230849,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463222846306406400,"(0.2, 0.52, 0.26)"
1463222801037361152,"(0.08823529411764706, 0.6470588235294118, 0.2647058823529412)"
1463222762835615744,"(0.20833333333333334, 0.5416666666666666, 0.20833333333333334)"
1463222753431994371,"(0.0, 0.75, 0.25)"
1463222732670357506,"(0.0, 0.8571428571428571, 0.14285714285714285)"
1463222717335830531,"(0.35, 0.55, 0.1)"
1463222603741634572,"(0.0, 0.8, 0.0)"
1463222543595171841,"(0.0, 0.7619047619047619, 0.23809523809523808)"
1463222530903195650,"(0.391304347826087, 0.5217391304347826, 0.08695652173913043)"
1463222530777694208,"(0.13333333333333333, 0.6, 0.26666666666666666)"
1463222530089492480,"(0.38461538461538464, 0.46153846153846156, 0.15384615384615385)"
1463222526184943616,"(0.14285714285714285, 0.6666666666666666, 0.14285714285714285)"
1463222409352208392,"(0.0, 1.0, 0.0)"
1463222377991401474,"(0.21428571428571427, 0.5, 0.25)"
1463222354163937282,"(0.15384615384615385, 0.7692307692307693, 0.07692307692307693)"
1463222332302917634,"(0.16666666666666666, 0.4444444444444444, 0.3888888888888889)"
1463222217936801798,"(0.08888888888888889, 0.6444444444444445, 0.24444444444444444)"
1463222216162566145,"(0.20408163265306123, 0.673469387755102, 0.12244897959183673)"
1463222211620139010,"(0.3125, 0.5, 0.1875)"
1463222206922571778,"(0.5384615384615384, 0.3076923076923077, 0.07692307692307693)"
1463222198118731776,"(0.25, 0.5625, 0.1875)"
1463222189625274371,"(0.14285714285714285, 0.35714285714285715, 0.5)"
1463222123925622785,"(0.19047619047619047, 0.5714285714285714, 0.23809523809523808)"
1463222092372103179,"(0.058823529411764705, 0.5294117647058824, 0.4117647058823529)"
1463221989804363779,"(0.11428571428571428, 0.5428571428571428, 0.34285714285714286)"
1463221951078428673,"(0.05555555555555555, 0.5, 0.4444444444444444)"
1463221930635399168,"(0.2727272727272727, 0.5, 0.18181818181818182)"
1463221917972721665,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)"
1463221915191963651,"(0.375, 0.375, 0.25)"
1463221902701252609,"(0.23076923076923078, 0.5384615384615384, 0.23076923076923078)"
1463221888281288706,"(0.3076923076923077, 0.46153846153846156, 0.23076923076923078)"
1463221886955839492,"(0.6086956521739131, 0.21739130434782608, 0.17391304347826086)"
1463221880907657217,"(0.78, 0.08, 0.14)"
1463221872829427712,"(0.10526315789473684, 0.7368421052631579, 0.15789473684210525)"
1463221842630434816,"(0.1, 0.8, 0.1)"
1463221779950751747,"(0.06666666666666667, 0.7333333333333333, 0.2)"
1463221744991227904,"(0.0, 0.75, 0.25)"
1463221730583842817,"(0.0, 0.8571428571428571, 0.14285714285714285)"
1463221696530239491,"(0.45, 0.3, 0.2)"
1463221695699820544,"(0.09090909090909091, 0.5454545454545454, 0.36363636363636365)"
1463221680692547585,"(0.125, 0.75, 0.125)"
1463221646186070017,"(0.16666666666666666, 0.6666666666666666, 0.0)"
1463221623750684676,"(0.125, 0.6875, 0.1875)"
1463221607028047873,"(0.6458333333333334, 0.2708333333333333, 0.08333333333333333)"
1463221565286334466,"(0.09090909090909091, 0.5454545454545454, 0.36363636363636365)"
1463221559481417731,"(0.1, 0.6, 0.26666666666666666)"
1463221534659600389,"(0.125, 0.3125, 0.5)"
1463221469647757315,"(0.3181818181818182, 0.5, 0.18181818181818182)"
1463221424810708997,"(0.3333333333333333, 0.6666666666666666, 0.0)"
1463221422256320513,"(0.14285714285714285, 0.42857142857142855, 0.2857142857142857)"
1463221408075370497,"(0.35294117647058826, 0.3235294117647059, 0.3235294117647059)"
1463221407634972673,"(0.2, 0.58, 0.22)"
1463221397958782976,"(0.125, 0.5, 0.375)"
1463221384033624068,"(0.19230769230769232, 0.6538461538461539, 0.15384615384615385)"
1463221372033769472,"(0.19047619047619047, 0.5714285714285714, 0.23809523809523808)"
1463221348906397699,"(0.058823529411764705, 0.29411764705882354, 0.6470588235294118)"
1463221332343083008,"(0.06666666666666667, 0.6666666666666666, 0.26666666666666666)"
1463221288319606785,"(0.5, 0.3333333333333333, 0.16666666666666666)"
1463221280564412416,"(0.0, 0.8, 0.2)"
1463221278219784193,"(0.1111111111111111, 0.6666666666666666, 0.2222222222222222)"
1463221276479086600,"(0.15384615384615385, 0.7307692307692307, 0.11538461538461539)"
1463221271898906628,"(0.1590909090909091, 0.6136363636363636, 0.22727272727272727)"
1463221270258978819,"(0.28888888888888886, 0.5777777777777777, 0.13333333333333333)"
1463221267062931459,"(0.2702702702702703, 0.5405405405405406, 0.1891891891891892)"
1463221265418752001,"(0.06666666666666667, 0.6666666666666666, 0.23333333333333334)"
1463221263220953088,"(0.2692307692307692, 0.46153846153846156, 0.2692307692307692)"
1463221181671100417,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463221151069442050,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463221042873176064,"(0.2, 0.64, 0.16)"
1463220999252430851,"(0.0, 0.5714285714285714, 0.42857142857142855)"
1463220969372364802,"(0.06666666666666667, 0.8, 0.13333333333333333)"
1463220944470564864,"(0.4, 0.6, 0.0)"
1463220934001643522,"(0.07142857142857142, 0.7142857142857143, 0.21428571428571427)"
1463220928079228928,"(0.08333333333333333, 0.75, 0.16666666666666666)"
1463220926326063104,"(0.0, 0.8181818181818182, 0.18181818181818182)"
1463220910505095172,"(0.35714285714285715, 0.5714285714285714, 0.07142857142857142)"
1463220898526236672,"(0.2857142857142857, 0.5357142857142857, 0.17857142857142858)"
1463220854737801231,"(0.0, 0.3333333333333333, 0.6666666666666666)"
1463220847154327557,"(0.0, 0.8333333333333334, 0.16666666666666666)"
1463220845095096327,"(0.04, 0.84, 0.12)"
1463220841756651520,"(0.05263157894736842, 0.5789473684210527, 0.3157894736842105)"
1463220815705436164,"(0.21739130434782608, 0.5652173913043478, 0.17391304347826086)"
1463220804468936704,"(0.3684210526315789, 0.42105263157894735, 0.21052631578947367)"
1463220777621200899,"(0.0, 0.7272727272727273, 0.2727272727272727)"
1463220775935221763,"(0.42857142857142855, 0.5, 0.07142857142857142)"
1463220774844579840,"(0.0, 0.6923076923076923, 0.3076923076923077)"
1463220748542111745,"(0.0, 1.0, 0.0)"
1463220733291601927,"(0.3333333333333333, 0.5, 0.16666666666666666)"
1463220729319546888,"(0.08695652173913043, 0.6521739130434783, 0.2608695652173913)"
1463220694532063233,"(0.25, 0.375, 0.375)"
1463220681441611781,"(0.0, 0.6153846153846154, 0.38461538461538464)"
1463220656091238401,"(0.06666666666666667, 0.4666666666666667, 0.4666666666666667)"
1463220628866039811,"(0.0625, 0.5625, 0.3125)"
1463220600432996354,"(0.14285714285714285, 0.5, 0.2857142857142857)"
1463220592069718017,"(0.20512820512820512, 0.6410256410256411, 0.15384615384615385)"
1463220579176042499,"(0.0, 0.0, 1.0)"
1463220578265956353,"(0.0, 0.75, 0.25)"
1463220545877872640,"(0.08333333333333333, 0.5, 0.3333333333333333)"
1463220529557434370,"(0.0, 0.2857142857142857, 0.5714285714285714)"
1463220495076102144,"(0.25, 0.42857142857142855, 0.32142857142857145)"
1463220479821418499,"(0.2, 0.7, 0.1)"
1463220460066258946,"(0.23076923076923078, 0.38461538461538464, 0.3076923076923077)"
1463220454483628032,"(0.5294117647058824, 0.23529411764705882, 0.23529411764705882)"
1463220403816448000,"(0.29411764705882354, 0.4117647058823529, 0.29411764705882354)"
1463220353182748674,"(0.15, 0.65, 0.2)"
1463220280583606277,"(0.0, 0.5, 0.5)"
1463220269166706691,"(0.13333333333333333, 0.8, 0.06666666666666667)"
1463220244361605122,"(0.2857142857142857, 0.42857142857142855, 0.2857142857142857)"
1463220222832173058,"(0.2903225806451613, 0.41935483870967744, 0.2903225806451613)"
1463220163369598980,"(0.125, 0.75, 0.125)"
1463220156893577217,"(0.058823529411764705, 0.6470588235294118, 0.29411764705882354)"
1463220150077820929,"(0.7619047619047619, 0.09523809523809523, 0.14285714285714285)"
1463220139483041795,"(0.25, 0.4166666666666667, 0.25)"
1463220126023499777,"(0.16666666666666666, 0.6111111111111112, 0.2222222222222222)"
1463220121418174469,"(0.30434782608695654, 0.30434782608695654, 0.391304347826087)"
1463220079206678530,"(0.2, 0.6, 0.2)"
1463220043307577348,"(0.5714285714285714, 0.35714285714285715, 0.07142857142857142)"
1463220034151813120,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463220006536114176,"(0.0, 0.7777777777777778, 0.2222222222222222)"
1463219993576095745,"(0.11764705882352941, 0.6470588235294118, 0.23529411764705882)"
1463219988790059010,"(0.25, 0.625, 0.125)"
1463219980393086977,"(0.3333333333333333, 0.3333333333333333, 0.0)"
1463219973015302149,"(0.0, 0.6, 0.4)"
1463219968137334786,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463219966790934529,"(0.16666666666666666, 0.5, 0.3333333333333333)"
1463219964538621953,"(0.1, 0.2, 0.7)"
1463219959396405254,"(0.19047619047619047, 0.47619047619047616, 0.3333333333333333)"
1463219943822946305,"(0.0, 0.5714285714285714, 0.42857142857142855)"
1463219903662419969,"(0.3157894736842105, 0.3157894736842105, 0.3684210526315789)"
1463219789581590532,"(0.0, 1.0, 0.0)"
1463219785869631491,"(0.1320754716981132, 0.6792452830188679, 0.16981132075471697)"
1463219773378990080,"(0.45454545454545453, 0.36363636363636365, 0.18181818181818182)"
1463219751124193316,"(0.15151515151515152, 0.5757575757575758, 0.2727272727272727)"
1463219732618694660,"(0.2857142857142857, 0.7142857142857143, 0.0)"
1463219689044152320,"(0.2777777777777778, 0.5, 0.2222222222222222)"
1463219680844206081,"(0.21428571428571427, 0.42857142857142855, 0.35714285714285715)"
1463219668177416195,"(0.6666666666666666, 0.08333333333333333, 0.25)"
1463219639064825858,"(0.2, 0.4, 0.4)"
1463219632056123392,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)"
1463219611457908741,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463219598912798729,"(0.46153846153846156, 0.38461538461538464, 0.15384615384615385)"
1463219580784939009,"(0.07142857142857142, 0.6428571428571429, 0.2857142857142857)"
1463219580365541378,"(0.25, 0.5, 0.25)"
1463219579551768579,"(0.0, 1.0, 0.0)"
1463219526967828484,"(0.1, 0.7, 0.1)"
1463219521854992384,"(0.3, 0.5, 0.2)"
1463219514389118979,"(0.20454545454545456, 0.5, 0.29545454545454547)"
1463219485368733703,"(0.13725490196078433, 0.6666666666666666, 0.19607843137254902)"
1463219464476889092,"(0.12, 0.4, 0.44)"
1463219431476105219,"(0.21428571428571427, 0.35714285714285715, 0.42857142857142855)"
1463219388648239106,"(0.125, 0.5, 0.375)"
1463219332104667137,"(0.5714285714285714, 0.32142857142857145, 0.07142857142857142)"
1463219322554253317,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463219317294600194,"(0.2, 0.6, 0.2)"
1463219305613459458,"(0.1794871794871795, 0.6666666666666666, 0.1282051282051282)"
1463219294402396160,"(0.047619047619047616, 0.8571428571428571, 0.09523809523809523)"
1463219287749890049,"(0.375, 0.625, 0.0)"
1463219287301124101,"(0.0, 0.6, 0.4)"
1463219268720467968,"(1.0, 0.0, 0.0)"
1463219190081282049,"(0.05, 0.6, 0.35)"
1463219130669010948,"(0.18604651162790697, 0.5813953488372093, 0.23255813953488372)"
1463219102487511049,"(0.3333333333333333, 0.4666666666666667, 0.2)"
1463219094379847685,"(0.1875, 0.5, 0.3125)"
1463219064600334337,"(0.2857142857142857, 0.7142857142857143, 0.0)"
1463219058384375814,"(0.0, 0.8571428571428571, 0.14285714285714285)"
1463219056035598340,"(0.25, 0.5, 0.0)"
1463219025572290566,"(0.1875, 0.5, 0.3125)"
1463218971033755655,"(0.08333333333333333, 0.5625, 0.3333333333333333)"
1463218927635361798,"(0.23809523809523808, 0.47619047619047616, 0.2857142857142857)"
1463218883511214086,"(0.16, 0.62, 0.22)"
1463218749788463106,"(0.0, 0.42857142857142855, 0.5714285714285714)"
1463218727973908480,"(0.12121212121212122, 0.5454545454545454, 0.3333333333333333)"
1463218725264531457,"(0.0, 0.9411764705882353, 0.058823529411764705)"
1463218723460767744,"(0.2, 0.6, 0.2)"
1463218692943007748,"(0.0, 0.8, 0.2)"
1463218627323310097,"(0.17391304347826086, 0.6086956521739131, 0.21739130434782608)"
1463218611506618376,"(0.08333333333333333, 0.8055555555555556, 0.08333333333333333)"
1463218606313918464,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)"
1463218588416761858,"(0.2727272727272727, 0.36363636363636365, 0.36363636363636365)"
1463218587905101828,"(0.09375, 0.625, 0.28125)"
1463218587770884098,"(0.1111111111111111, 0.5555555555555556, 0.3333333333333333)"
1463218585552121857,"(0.0, 0.8, 0.2)"
1463218579696873475,"(0.25, 0.375, 0.375)"
1463218562756009984,"(0.0, 0.75, 0.25)"
1463218511682048003,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463218504094552068,"(0.4, 0.4, 0.2)"
1463218496267960322,"(0.5, 0.3888888888888889, 0.05555555555555555)"
1463218469474865164,"(0.40384615384615385, 0.36538461538461536, 0.23076923076923078)"
1463218468145152003,"(0.26666666666666666, 0.4, 0.3333333333333333)"
1463218455587422209,"(0.0, 0.7777777777777778, 0.2222222222222222)"
1463218398926893056,"(0.52, 0.32, 0.16)"
1463218362578706433,"(0.09523809523809523, 0.6190476190476191, 0.19047619047619047)"
1463218326227030016,"(0.14583333333333334, 0.5416666666666666, 0.3125)"
1463218306341486595,"(0.2222222222222222, 0.4444444444444444, 0.3333333333333333)"
1463218303271329799,"(0.0, 0.45454545454545453, 0.5454545454545454)"
1463218285474828297,"(0.2727272727272727, 0.7272727272727273, 0.0)"
1463218279120474112,"(0.0, 0.3333333333333333, 0.6666666666666666)"
1463218275349774340,"(0.125, 0.5, 0.375)"
1463218273000968193,"(0.3333333333333333, 0.4166666666666667, 0.20833333333333334)"
1463218126259064832,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463218113852297220,"(0.5714285714285714, 0.38095238095238093, 0.047619047619047616)"
1463218110907904002,"(0.26666666666666666, 0.4666666666666667, 0.26666666666666666)"
1463218082055286789,"(0.0, 1.0, 0.0)"
1463218072999710720,"(0.0, 0.75, 0.25)"
1463218071649226759,"(0.2777777777777778, 0.3888888888888889, 0.3333333333333333)"
1463218065869459458,"(0.125, 0.5, 0.375)"
1463218061641617409,"(0.18518518518518517, 0.5555555555555556, 0.25925925925925924)"
1463218031492878337,"(0.09090909090909091, 0.6363636363636364, 0.2727272727272727)"
1463218029924286464,"(0.4444444444444444, 0.4444444444444444, 0.1111111111111111)"
1463218006729707526,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)"
1463218004401917952,"(0.11904761904761904, 0.6666666666666666, 0.21428571428571427)"
1463217980246953989,"(0.375, 0.25, 0.375)"
1463217980192395267,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463217964723879944,"(0.0, 0.6, 0.4)"
1463217924856971268,"(0.1891891891891892, 0.5675675675675675, 0.21621621621621623)"
1463217861846265856,"(0.23076923076923078, 0.38461538461538464, 0.3076923076923077)"
1463217859610361859,"(0.2, 0.5, 0.2)"
1463217753817448448,"(0.16666666666666666, 0.3333333333333333, 0.5)"
1463217691104186371,"(0.3333333333333333, 0.5333333333333333, 0.13333333333333333)"
1463217573487529987,"(0.2857142857142857, 0.42857142857142855, 0.2857142857142857)"
1463217463600898049,"(0.1111111111111111, 0.4444444444444444, 0.3888888888888889)"
1463217410618830848,"(0.0, 1.0, 0.0)"
1463217396471140353,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463217387021369346,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)"
1463217356239372289,"(0.2, 0.5, 0.3)"
1463217336731648010,"(0.0, 0.5, 0.5)"
1463217332516683777,"(0.13636363636363635, 0.5909090909090909, 0.2727272727272727)"
1463217305966747648,"(0.1111111111111111, 0.6666666666666666, 0.2222222222222222)"
1463217264816111618,"(0.0, 0.5555555555555556, 0.4444444444444444)"
1463217258302705664,"(0.21428571428571427, 0.39285714285714285, 0.32142857142857145)"
1463217158935105540,"(0.0, 0.5, 0.5)"
1463217132397731848,"(0.0, 0.6666666666666666, 0.3333333333333333)"
1463217085203435520,"(0.2903225806451613, 0.45161290322580644, 0.25806451612903225)"
1463216983739015170,"(0.25, 0.5, 0.25)"
1463216973488156672,"(0.0, 0.5, 0.5)"
1463216878113886211,"(0.5, 0.4166666666666667, 0.08333333333333333)"
1463216844592975875,"(0.0, 0.6153846153846154, 0.38461538461538464)"
1463216816147210240,"(0.25, 0.5208333333333334, 0.22916666666666666)"
1463216813311856640,"(0.2, 0.5, 0.3)"
1463216805455949832,"(0.23076923076923078, 0.46153846153846156, 0.3076923076923077)"
1463216789370785792,"(0.2, 0.52, 0.24)"
1463216767237459971,"(0.0, 1.0, 0.0)"
1463216763575754760,"(0.0, 0.75, 0.25)"
1463216759482187778,"(0.0, 0.6, 0.4)"
1463216732412071937,"(0.0, 0.75, 0.25)"
1463216715593093120,"(0.8571428571428571, 0.0, 0.14285714285714285)"
1463216645799698432,"(0.42105263157894735, 0.3684210526315789, 0.21052631578947367)"
1463216625285488641,"(0.4, 0.6, 0.0)"
1463216625197326340,"(0.30612244897959184, 0.3469387755102041, 0.3469387755102041)"
1463216593324818434,"(0.0, 0.6, 0.4)"
1463216591223459842,"(0.45454545454545453, 0.36363636363636365, 0.18181818181818182)"
1463216578808332294,"(0.0, 0.3333333333333333, 0.6666666666666666)"
1463216494968377346,"(0.05263157894736842, 0.6842105263157895, 0.2631578947368421)"
1463216482960101380,"(0.25, 0.5, 0.25)"
1463216456489787396,"(0.13333333333333333, 0.6, 0.26666666666666666)"
1463216439414775813,"(0.2857142857142857, 0.35714285714285715, 0.35714285714285715)"
1463216426613821441,"(0.23255813953488372, 0.6976744186046512, 0.06976744186046512)"
1463216419022143495,"(0.16666666666666666, 0.3888888888888889, 0.4444444444444444)"
1463216375204225024,"(0.2, 0.5714285714285714, 0.22857142857142856)"
1463216370733043712,"(0.08333333333333333, 0.7222222222222222, 0.19444444444444445)"
1463216282744942600,"(0.36363636363636365, 0.2727272727272727, 0.36363636363636365)"
1463216251421925385,"(0.0, 0.5555555555555556, 0.4444444444444444)"
1463216240739389440,"(0.1111111111111111, 0.7777777777777778, 0.0)"
1463216192009560071,"(0.6363636363636364, 0.18181818181818182, 0.18181818181818182)"
1463216185290289152,"(0.17391304347826086, 0.5652173913043478, 0.2608695652173913)"
1463216143427006469,"(0.0, 0.75, 0.125)"
1463216104810057730,"(0.0, 0.8, 0.2)"
1463216033230045189,"(0.12121212121212122, 0.6060606060606061, 0.2727272727272727)"
1463215985322717186,"(0.4772727272727273, 0.36363636363636365, 0.1590909090909091)"
1463215950195396612,"(0.2727272727272727, 0.45454545454545453, 0.2727272727272727)"
1463215948379287553,"(0.09090909090909091, 0.6818181818181818, 0.22727272727272727)"
1463215944197541894,"(0.15789473684210525, 0.5263157894736842, 0.2631578947368421)"
1463215915370115073,"(0.52, 0.32, 0.16)"
1463215898978701314,"(0.2, 0.7333333333333333, 0.06666666666666667)"
1463215873338982404,"(0.0, 0.7058823529411765, 0.23529411764705882)"
1463215861817167873,"(0.4, 0.2, 0.4)"
1463215799284367365,"(0.0, 0.75, 0.25)"
1463215796604178434,"(0.0, 0.75, 0.25)"
1463215776148508675,"(0.6, 0.3, 0.1)"
1463215767315382280,"(0.1, 0.7, 0.2)"
1463215755726442499,"(0.0, 0.8333333333333334, 0.16666666666666666)"
1463215747669250053,"(0.5, 0.5, 0.0)"
1463215738114625543,"(0.21428571428571427, 0.4642857142857143, 0.2857142857142857)"
1463215735958691843,"(0.0, 1.0, 0.0)"
1463215734524284929,"(0.23076923076923078, 0.6923076923076923, 0.07692307692307693)"
1463215681223069700,"(0.125, 0.625, 0.25)"
1463215680866566144,"(0.36, 0.44, 0.2)"
1463215676093448198,"(0.1111111111111111, 0.5555555555555556, 0.3333333333333333)"
1463215634322378754,"(0.3125, 0.5625, 0.125)"
1463215630560075777,"(0.0, 0.7142857142857143, 0.2857142857142857)"
1463215625719861252,"(0.5454545454545454, 0.18181818181818182, 0.2727272727272727)"
1463215621617774592,"(0.0, 0.375, 0.625)"
1463215620866994177,"(0.08333333333333333, 0.5833333333333334, 0.3333333333333333)"
1463215577158529025,"(0.0, 0.8333333333333334, 0.16666666666666666)"
1463215576206438400,"(0.10714285714285714, 0.5357142857142857, 0.32142857142857145)"
1463215570183081987,"(0.6792452830188679, 0.18867924528301888, 0.1320754716981132)"
1463215560070627329,"(0.1875, 0.5625, 0.21875)"
1463215534506319873,"(0.2631578947368421, 0.47368421052631576, 0.2631578947368421)"
1463215503413968898,"(0.1724137931034483, 0.6206896551724138, 0.20689655172413793)"
1463215477396701184,"(0.24, 0.52, 0.2)"
1463215475505045504,"(0.6470588235294118, 0.23529411764705882, 0.11764705882352941)"
1463215456039292930,"(0.18181818181818182, 0.7272727272727273, 0.09090909090909091)"
1463215432412778496,"(0.14285714285714285, 0.5714285714285714, 0.2857142857142857)"
1463215424418430977,"(0.36, 0.5, 0.14)"
1463215399210680327,"(0.25, 0.5, 0.25)"
1463215377882619910,"(0.25, 0.5, 0.25)"
1463215359679340559,"(0.2222222222222222, 0.4444444444444444, 0.3333333333333333)"
1463215348556054534,"(0.07692307692307693, 0.7692307692307693, 0.07692307692307693)"
1463215343313166336,"(0.15, 0.55, 0.3)"
1463215340171583494,"(0.4444444444444444, 0.4444444444444444, 0.1111111111111111)"
1463215278305644544,"(0.17647058823529413, 0.47058823529411764, 0.35294117647058826)"
1463215148840091648,"(0.0, 0.625, 0.25)"
1463215127121981444,"(0.2631578947368421, 0.5263157894736842, 0.21052631578947367)"
1463215122348863492,"(0.0, 0.625, 0.375)"
1463215039125626892,"(0.10526315789473684, 0.631578947368421, 0.2631578947368421)"
1463215004908351491,"(0.18181818181818182, 0.45454545454545453, 0.36363636363636365)"
1463214991822127108,"(0.0, 0.8, 0.1)"
1463214982502313987,"(0.0, 0.6363636363636364, 0.2727272727272727)"
1463214980908478465,"(0.2, 0.4, 0.4)"
1463214977821589508,"(0.0, 0.6, 0.4)"
1463214949547667460,"(0.2222222222222222, 0.3333333333333333, 0.4444444444444444)"
1463214917578809346,"(0.2, 0.6, 0.2)"
1463214882044579848,"(0.0, 0.4, 0.4)"
1463214875694403584,"(0.2, 0.5454545454545454, 0.2545454545454545)"
1463214873878626304,"(0.42857142857142855, 0.39285714285714285, 0.17857142857142858)"
1463214859135242242,"(0.125, 0.5, 0.375)"
1463214848754405377,"(0.0, 0.7142857142857143, 0.14285714285714285)"
1463214800532430851,"(0.7142857142857143, 0.10714285714285714, 0.17857142857142858)"
1463214786489962496,"(0.2, 0.6, 0.2)"
1463214784866783236,"(0.09090909090909091, 0.5454545454545454, 0.36363636363636365)"
1463214777438662656,"(0.3137254901960784, 0.37254901960784315, 0.3137254901960784)"
1463214762737602564,"(0.4, 0.4, 0.2)"
1463214762439766016,"(0.125, 0.75, 0.125)"
1463214721256267776,"(0.0, 1.0, 0.0)"
1463214705359548421,"(0.043478260869565216, 0.9130434782608695, 0.043478260869565216)"
1463214643267072000,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)"
1463214641606135815,"(0.21428571428571427, 0.5, 0.2857142857142857)"
1463214608341094401,"(0.17647058823529413, 0.5294117647058824, 0.29411764705882354)"
1463214540322078729,"(0.08823529411764706, 0.7058823529411765, 0.20588235294117646)"
1463214513436741634,"(0.2, 0.7, 0.1)"
1463214511863726084,"(0.2631578947368421, 0.631578947368421, 0.10526315789473684)"
1463214472818946050,"(0.125, 0.625, 0.1875)"
1463214449909587969,"(0.25, 0.5, 0.25)"
1463214445258162178,"(0.23529411764705882, 0.4117647058823529, 0.35294117647058826)"
1463214433098891268,"(0.2222222222222222, 0.5185185185185185, 0.25925925925925924)"
1463214413641486343,"(0.07692307692307693, 0.6153846153846154, 0.3076923076923077)"
1463214405357748224,"(0.16666666666666666, 0.5833333333333334, 0.25)"
1463214362533892097,"(0.0, 1.0, 0.0)"
1463214319500333059,"(0.0, 0.6, 0.4)"
1463214317520633857,"(0.3125, 0.5625, 0.125)"
1463214313305296896,"(0.07692307692307693, 0.6923076923076923, 0.23076923076923078)"
1463214311099158534,"(0.14285714285714285, 0.7142857142857143, 0.14285714285714285)"
1463214302567952384,"(0.16666666666666666, 0.5833333333333334, 0.25)"
1463214284888952835,"(0.25, 0.5, 0.25)"
1463214196624027652,"(0.0, 0.7142857142857143, 0.2857142857142857)"
1463214189745475595,"(0.23076923076923078, 0.5384615384615384, 0.23076923076923078)"
1463214171709788161,"(0.3225806451612903, 0.5483870967741935, 0.12903225806451613)"
1463214171038707712,"(0.06666666666666667, 0.6, 0.28888888888888886)"
1463214140873674752,"(0.0, 0.75, 0.25)"
